"datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
'2012-01-14 08:00:00','08:00:00','1','0','0','1',4.92,7.575,54,70.015,92,'maandag'
'2012-01-14 09:00:00','09:00:00','1','0','0','1',5.74,8.335,50,70.015,81,'maandag'
'2012-01-14 10:00:00','10:00:00','1','0','0','1',6.56,11.365,47,0,149,'maandag'
'2012-01-14 11:00:00','11:00:00','1','0','0','1',8.2,9.85,40,12.998,178,'maandag'
'2012-01-14 12:00:00','12:00:00','1','0','0','1',9.02,10.605,41,169.979,219,'maandag'
'2012-01-14 13:00:00','13:00:00','1','0','0','1',9.02,10.605,44,190.012,220,'maandag'
'2012-01-14 14:00:00','14:00:00','1','0','0','1',9.84,10.605,41,199.995,231,'maandag'
'2012-01-14 15:00:00','15:00:00','1','0','0','1',9.84,10.605,38,199.995,226,'maandag'
'2012-01-14 16:00:00','16:00:00','1','0','0','1',9.84,11.365,38,150.013,206,'maandag'
'2012-01-14 17:00:00','17:00:00','1','0','0','1',9.84,11.365,41,169.979,144,'maandag'
'2012-01-14 18:00:00','18:00:00','1','0','0','1',9.02,11.365,41,12.998,143,'maandag'
'2012-01-14 19:00:00','19:00:00','1','0','0','1',8.2,9.85,47,150.013,102,'maandag'
'2012-01-14 20:00:00','20:00:00','1','0','0','1',8.2,9.85,44,169.979,103,'maandag'
'2012-01-14 21:00:00','21:00:00','1','0','0','1',7.38,8.335,43,169.979,69,'maandag'
'2012-01-14 22:00:00','22:00:00','1','0','0','1',6.56,6.82,47,239.994,66,'maandag'
'2012-01-14 23:00:00','23:00:00','1','0','0','1',6.56,7.575,47,150.013,76,'maandag'
'2012-01-15 00:00:00','00:00:00','1','0','0','1',6.56,6.82,47,220.028,59,'dinsdag'
'2012-01-15 01:00:00','01:00:00','1','0','0','2',6.56,6.82,47,199.995,42,'dinsdag'
'2012-01-15 02:00:00','02:00:00','1','0','0','2',6.56,6.82,47,190.012,43,'dinsdag'
'2012-01-15 03:00:00','03:00:00','1','0','0','2',6.56,6.82,48,260.027,25,'dinsdag'
'2012-01-15 04:00:00','04:00:00','1','0','0','2',6.56,6.82,47,260.027,6,'dinsdag'
'2012-01-15 05:00:00','05:00:00','1','0','0','2',6.56,6.82,47,220.028,5,'dinsdag'
'2012-01-15 06:00:00','06:00:00','1','0','0','2',5.74,6.06,50,190.012,8,'dinsdag'
'2012-01-15 07:00:00','07:00:00','1','0','0','1',4.92,6.06,54,190.012,17,'dinsdag'
'2012-01-15 08:00:00','08:00:00','1','0','0','1',4.92,6.06,54,150.013,36,'dinsdag'
'2012-01-15 09:00:00','09:00:00','1','0','0','1',4.92,6.82,54,12.998,90,'dinsdag'
'2012-01-15 10:00:00','10:00:00','1','0','0','1',5.74,6.06,54,190.012,126,'dinsdag'
'2012-01-15 11:00:00','11:00:00','1','0','0','1',6.56,7.575,47,150.013,165,'dinsdag'
'2012-01-15 12:00:00','12:00:00','1','0','0','1',7.38,8.335,40,199.995,234,'dinsdag'
'2012-01-15 13:00:00','13:00:00','1','0','0','1',8.2,9.09,34,190.012,224,'dinsdag'
'2012-01-15 14:00:00','14:00:00','1','0','0','1',8.2,9.09,32,239.994,188,'dinsdag'
'2012-01-15 15:00:00','15:00:00','1','0','0','1',9.02,11.365,27,12.998,206,'dinsdag'
'2012-01-15 16:00:00','16:00:00','1','0','0','1',9.02,10.605,29,199.995,205,'dinsdag'
'2012-01-15 17:00:00','17:00:00','1','0','0','1',9.02,10.605,25,169.979,146,'dinsdag'
'2012-01-15 18:00:00','18:00:00','1','0','0','1',7.38,9.09,29,150.013,120,'dinsdag'
'2012-01-15 19:00:00','19:00:00','1','0','0','1',6.56,8.335,37,110.014,110,'dinsdag'
'2012-01-15 20:00:00','20:00:00','1','0','0','1',6.56,9.09,37,70.015,95,'dinsdag'
'2012-01-15 21:00:00','21:00:00','1','0','0','1',6.56,8.335,40,110.014,72,'dinsdag'
'2012-01-15 22:00:00','22:00:00','1','0','0','1',7.38,10.605,37,60.032,60,'dinsdag'
'2012-01-15 23:00:00','23:00:00','1','0','0','1',6.56,9.85,43,60.032,29,'dinsdag'
'2012-01-16 00:00:00','00:00:00','1','1','0','1',5.74,7.575,46,89.981,25,'woensdag'
'2012-01-16 01:00:00','01:00:00','1','1','0','1',5.74,8.335,43,70.015,20,'woensdag'
'2012-01-16 02:00:00','02:00:00','1','1','0','1',5.74,10.605,46,0,17,'woensdag'
'2012-01-16 03:00:00','03:00:00','1','1','0','1',4.92,9.85,50,0,3,'woensdag'
'2012-01-16 04:00:00','04:00:00','1','1','0','1',4.92,7.575,58,70.015,8,'woensdag'
'2012-01-16 05:00:00','05:00:00','1','1','0','1',4.92,8.335,54,60.032,6,'woensdag'
'2012-01-16 06:00:00','06:00:00','1','1','0','1',4.1,6.82,54,60.032,13,'woensdag'
'2012-01-16 07:00:00','07:00:00','1','1','0','1',4.1,6.82,54,70.015,33,'woensdag'
'2012-01-16 08:00:00','08:00:00','1','1','0','1',4.1,6.06,58,110.014,78,'woensdag'
'2012-01-16 09:00:00','09:00:00','1','1','0','1',4.1,6.06,58,110.014,96,'woensdag'
'2012-01-16 10:00:00','10:00:00','1','1','0','2',5.74,6.82,59,12.998,126,'woensdag'
'2012-01-16 11:00:00','11:00:00','1','1','0','1',6.56,7.575,59,169.979,179,'woensdag'
'2012-01-16 12:00:00','12:00:00','1','1','0','1',8.2,9.09,55,220.028,185,'woensdag'
'2012-01-16 13:00:00','13:00:00','1','1','0','2',9.84,9.85,41,279.993,228,'woensdag'
'2012-01-16 14:00:00','14:00:00','1','1','0','1',9.84,10.605,44,260.027,181,'woensdag'
'2012-01-16 15:00:00','15:00:00','1','1','0','1',10.66,10.605,44,300.026,192,'woensdag'
'2012-01-16 16:00:00','16:00:00','1','1','0','1',10.66,11.365,44,239.994,180,'woensdag'
'2012-01-16 17:00:00','17:00:00','1','1','0','1',10.66,11.365,48,220.028,193,'woensdag'
'2012-01-16 18:00:00','18:00:00','1','1','0','1',10.66,11.365,52,220.028,181,'woensdag'
'2012-01-16 19:00:00','19:00:00','1','1','0','1',10.66,12.12,56,190.012,144,'woensdag'
'2012-01-16 20:00:00','20:00:00','1','1','0','1',10.66,12.12,60,190.012,90,'woensdag'
'2012-01-16 21:00:00','21:00:00','1','1','0','1',11.48,12.88,52,220.028,49,'woensdag'
'2012-01-16 22:00:00','22:00:00','1','1','0','2',12.3,13.635,49,239.994,43,'woensdag'
'2012-01-16 23:00:00','23:00:00','1','1','0','3',10.66,11.365,70,199.995,28,'woensdag'
'2012-01-17 00:00:00','00:00:00','1','0','1','2',10.66,11.365,70,220.028,12,'vrijdag'
'2012-01-17 01:00:00','01:00:00','1','0','1','2',11.48,12.88,65,239.994,2,'vrijdag'
'2012-01-17 02:00:00','02:00:00','1','0','1','3',11.48,13.635,75,169.979,12,'vrijdag'
'2012-01-17 04:00:00','04:00:00','1','0','1','3',13.12,15.15,66,220.028,2,'vrijdag'
'2012-01-17 05:00:00','05:00:00','1','0','1','3',13.12,15.15,66,220.028,13,'vrijdag'
'2012-01-17 06:00:00','06:00:00','1','0','1','3',12.3,14.395,75,169.979,57,'vrijdag'
'2012-01-17 07:00:00','07:00:00','1','0','1','3',12.3,14.395,81,150.013,126,'vrijdag'
'2012-01-17 08:00:00','08:00:00','1','0','1','3',12.3,14.395,81,190.012,93,'vrijdag'
'2012-01-17 09:00:00','09:00:00','1','0','1','3',13.12,15.15,81,169.979,68,'vrijdag'
'2012-01-17 10:00:00','10:00:00','1','0','1','3',12.3,14.395,87,169.979,62,'vrijdag'
'2012-01-17 11:00:00','11:00:00','1','0','1','2',13.94,17.425,87,70.015,75,'vrijdag'
'2012-01-17 12:00:00','12:00:00','1','0','1','2',13.12,15.15,87,190.012,86,'vrijdag'
'2012-01-17 13:00:00','13:00:00','1','0','1','2',15.58,19.695,76,220.028,103,'vrijdag'
'2012-01-17 14:00:00','14:00:00','1','0','1','1',18.04,21.97,62,329.975,132,'vrijdag'
'2012-01-17 15:00:00','15:00:00','1','0','1','1',18.04,21.97,62,329.975,129,'vrijdag'
'2012-01-17 16:00:00','16:00:00','1','0','1','1',18.86,22.725,63,369.974,219,'vrijdag'
'2012-01-17 17:00:00','17:00:00','1','0','1','1',18.86,22.725,63,300.026,462,'vrijdag'
'2012-01-17 18:00:00','18:00:00','1','0','1','1',18.86,22.725,63,300.026,463,'vrijdag'
'2012-01-17 19:00:00','19:00:00','1','0','1','1',18.86,22.725,63,279.993,308,'vrijdag'
'2012-01-17 20:00:00','20:00:00','1','0','1','1',18.86,22.725,63,239.994,180,'vrijdag'
'2012-01-17 21:00:00','21:00:00','1','0','1','1',18.86,22.725,67,310.009,180,'vrijdag'
'2012-01-17 22:00:00','22:00:00','1','0','1','1',18.86,22.725,72,260.027,90,'vrijdag'
'2012-01-17 23:00:00','23:00:00','1','0','1','1',18.86,22.725,72,260.027,61,'vrijdag'
'2012-01-18 00:00:00','00:00:00','1','0','1','2',18.86,22.725,77,220.028,17,'zaterdag'
'2012-01-18 01:00:00','01:00:00','1','0','1','2',18.86,22.725,77,220.028,10,'zaterdag'
'2012-01-18 02:00:00','02:00:00','1','0','1','2',18.04,21.97,51,329.975,2,'zaterdag'
'2012-01-18 03:00:00','03:00:00','1','0','1','2',18.04,21.97,51,329.975,4,'zaterdag'
'2012-01-18 04:00:00','04:00:00','1','0','1','1',13.94,14.395,46,350.008,1,'zaterdag'
'2012-01-18 05:00:00','05:00:00','1','0','1','1',13.94,14.395,46,350.008,29,'zaterdag'
'2012-01-18 06:00:00','06:00:00','1','0','1','1',13.94,14.395,36,350.008,88,'zaterdag'
'2012-01-18 07:00:00','07:00:00','1','0','1','1',13.12,14.395,42,239.994,263,'zaterdag'
'2012-01-18 08:00:00','08:00:00','1','0','1','1',12.3,13.635,52,279.993,489,'zaterdag'
'2012-01-18 09:00:00','09:00:00','1','0','1','1',11.48,12.88,52,220.028,202,'zaterdag'
'2012-01-18 10:00:00','10:00:00','1','0','1','1',12.3,13.635,42,310.009,93,'zaterdag'
'2012-01-18 11:00:00','11:00:00','1','0','1','1',12.3,13.635,42,260.027,114,'zaterdag'
'2012-01-18 12:00:00','12:00:00','1','0','1','1',12.3,12.88,39,329.975,161,'zaterdag'
'2012-01-18 13:00:00','13:00:00','1','0','1','1',12.3,13.635,42,310.009,130,'zaterdag'
'2012-01-18 14:00:00','14:00:00','1','0','1','1',12.3,13.635,33,260.027,105,'zaterdag'
'2012-01-18 15:00:00','15:00:00','1','0','1','1',12.3,12.88,33,350.008,130,'zaterdag'
'2012-01-18 16:00:00','16:00:00','1','0','1','1',11.48,11.365,30,350.008,176,'zaterdag'
'2012-01-18 17:00:00','17:00:00','1','0','1','1',10.66,10.605,33,300.026,346,'zaterdag'
'2012-01-18 18:00:00','18:00:00','1','0','1','1',9.84,10.605,32,239.994,355,'zaterdag'
'2012-01-18 19:00:00','19:00:00','1','0','1','1',9.02,9.85,37,260.027,256,'zaterdag'
'2012-01-18 20:00:00','20:00:00','1','0','1','1',9.02,10.605,37,169.979,165,'zaterdag'
'2012-01-18 21:00:00','21:00:00','1','0','1','1',8.2,8.335,40,279.993,124,'zaterdag'
'2012-01-18 22:00:00','22:00:00','1','0','1','1',7.38,8.335,47,169.979,78,'zaterdag'
'2012-01-18 23:00:00','23:00:00','1','0','1','1',6.56,6.82,47,199.995,38,'zaterdag'
'2012-01-19 00:00:00','00:00:00','1','0','1','1',5.74,6.82,50,12.998,16,'zondag'
'2012-01-19 01:00:00','01:00:00','1','0','1','1',5.74,7.575,50,110.014,5,'zondag'
'2012-01-19 02:00:00','02:00:00','1','0','1','1',5.74,7.575,50,89.981,3,'zondag'
'2012-01-19 03:00:00','03:00:00','1','0','1','1',4.92,7.575,54,70.015,4,'zondag'
'2012-01-19 04:00:00','04:00:00','1','0','1','1',4.92,7.575,54,70.015,1,'zondag'
'2012-01-19 05:00:00','05:00:00','1','0','1','1',4.92,6.06,55,169.979,19,'zondag'
'2012-01-19 06:00:00','06:00:00','1','0','1','1',4.92,6.82,54,110.014,86,'zondag'
'2012-01-19 07:00:00','07:00:00','1','0','1','1',4.92,8.335,54,60.032,206,'zondag'
'2012-01-19 08:00:00','08:00:00','1','0','1','1',4.92,7.575,54,70.015,423,'zondag'
'2012-01-19 09:00:00','09:00:00','1','0','1','1',4.92,9.85,54,0,210,'zondag'
'2012-01-19 10:00:00','10:00:00','1','0','1','1',5.74,10.605,59,0,108,'zondag'
'2012-01-19 11:00:00','11:00:00','1','0','1','1',6.56,8.335,55,110.014,99,'zondag'
'2012-01-19 12:00:00','12:00:00','1','0','1','1',8.2,9.85,51,12.998,111,'zondag'
'2012-01-19 13:00:00','13:00:00','1','0','1','1',9.02,10.605,47,190.012,124,'zondag'
'2012-01-19 14:00:00','14:00:00','1','0','1','1',9.84,11.365,44,12.998,119,'zondag'
'2012-01-19 15:00:00','15:00:00','1','0','1','1',10.66,11.365,44,199.995,127,'zondag'
'2012-01-19 16:00:00','16:00:00','1','0','1','1',10.66,11.365,41,220.028,193,'zondag'
'2012-01-19 17:00:00','17:00:00','1','0','1','2',10.66,11.365,44,220.028,385,'zondag'
'2012-01-19 18:00:00','18:00:00','1','0','1','2',10.66,11.365,44,220.028,361,'zondag'
'2012-01-19 19:00:00','19:00:00','1','0','1','2',10.66,11.365,48,199.995,234,'zondag'
'2012-01-19 20:00:00','20:00:00','1','0','1','1',10.66,10.605,52,300.026,191,'zondag'
'2012-01-19 21:00:00','21:00:00','1','0','1','1',10.66,11.365,44,239.994,121,'zondag'
'2012-01-19 22:00:00','22:00:00','1','0','1','2',10.66,11.365,44,279.993,90,'zondag'
'2012-01-19 23:00:00','23:00:00','1','0','1','1',10.66,11.365,48,220.028,56,'zondag'
'2012-02-01 00:00:00','00:00:00','1','0','1','1',18.04,21.97,38,190.012,31,'dinsdag'
'2012-02-01 01:00:00','01:00:00','1','0','1','1',18.04,21.97,41,190.012,4,'dinsdag'
'2012-02-01 02:00:00','02:00:00','1','0','1','1',18.04,21.97,44,190.012,7,'dinsdag'
'2012-02-01 03:00:00','03:00:00','1','0','1','1',18.04,21.97,44,12.998,3,'dinsdag'
'2012-02-01 04:00:00','04:00:00','1','0','1','1',16.4,20.455,50,110.014,1,'dinsdag'
'2012-02-01 05:00:00','05:00:00','1','0','1','1',16.4,20.455,50,110.014,18,'dinsdag'
'2012-02-01 06:00:00','06:00:00','1','0','1','3',16.4,20.455,54,110.014,67,'dinsdag'
'2012-02-01 07:00:00','07:00:00','1','0','1','3',15.58,19.695,62,60.032,208,'dinsdag'
'2012-02-01 08:00:00','08:00:00','1','0','1','3',14.76,18.18,73,70.015,520,'dinsdag'
'2012-02-01 09:00:00','09:00:00','1','0','1','2',14.76,17.425,71,12.998,276,'dinsdag'
'2012-02-01 10:00:00','10:00:00','1','0','1','1',16.4,20.455,62,89.981,133,'dinsdag'
'2012-02-01 11:00:00','11:00:00','1','0','1','1',16.4,20.455,58,110.014,143,'dinsdag'
'2012-02-01 12:00:00','12:00:00','1','0','1','1',18.04,21.97,54,70.015,179,'dinsdag'
'2012-02-01 13:00:00','13:00:00','1','0','1','1',18.86,22.725,47,150.013,186,'dinsdag'
'2012-02-01 14:00:00','14:00:00','1','0','1','1',25.42,31.06,33,150.013,192,'dinsdag'
'2012-02-01 15:00:00','15:00:00','1','0','1','1',24.6,31.06,35,190.012,194,'dinsdag'
'2012-02-01 16:00:00','16:00:00','1','0','1','1',24.6,31.06,40,150.013,283,'dinsdag'
'2012-02-01 17:00:00','17:00:00','1','0','1','1',23.78,27.275,43,12.998,539,'dinsdag'
'2012-02-01 18:00:00','18:00:00','1','0','1','1',22.96,26.515,46,110.014,526,'dinsdag'
'2012-02-01 19:00:00','19:00:00','1','0','1','1',22.14,25.76,52,190.012,335,'dinsdag'
'2012-02-01 20:00:00','20:00:00','1','0','1','1',21.32,25,52,110.014,264,'dinsdag'
'2012-02-01 21:00:00','21:00:00','1','0','1','1',21.32,25,52,110.014,233,'dinsdag'
'2012-02-01 22:00:00','22:00:00','1','0','1','1',20.5,24.24,55,12.998,140,'dinsdag'
'2012-02-01 23:00:00','23:00:00','1','0','1','1',18.86,22.725,63,60.032,97,'dinsdag'
'2012-02-02 00:00:00','00:00:00','1','0','1','1',18.86,22.725,59,89.981,31,'woensdag'
'2012-02-02 01:00:00','01:00:00','1','0','1','2',18.86,22.725,55,0,17,'woensdag'
'2012-02-02 02:00:00','02:00:00','1','0','1','2',17.22,21.21,67,89.981,9,'woensdag'
'2012-02-02 03:00:00','03:00:00','1','0','1','2',17.22,21.21,67,89.981,2,'woensdag'
'2012-02-02 04:00:00','04:00:00','1','0','1','3',16.4,20.455,82,60.032,1,'woensdag'
'2012-02-02 05:00:00','05:00:00','1','0','1','3',16.4,20.455,82,0,19,'woensdag'
'2012-02-02 06:00:00','06:00:00','1','0','1','3',14.76,18.94,90,0,74,'woensdag'
'2012-02-02 07:00:00','07:00:00','1','0','1','3',14.76,18.94,93,0,205,'woensdag'
'2012-02-02 08:00:00','08:00:00','1','0','1','3',16.4,20.455,87,0,445,'woensdag'
'2012-02-02 09:00:00','09:00:00','1','0','1','3',15.58,19.695,87,0,228,'woensdag'
'2012-02-02 10:00:00','10:00:00','1','0','1','3',17.22,21.21,77,70.015,78,'woensdag'
'2012-02-02 11:00:00','11:00:00','1','0','1','3',16.4,20.455,82,169.979,105,'woensdag'
'2012-02-02 12:00:00','12:00:00','1','0','1','1',17.22,21.21,82,0,148,'woensdag'
'2012-02-02 13:00:00','13:00:00','1','0','1','2',17.22,21.21,77,0,137,'woensdag'
'2012-02-02 14:00:00','14:00:00','1','0','1','1',16.4,20.455,76,70.015,141,'woensdag'
'2012-02-02 15:00:00','15:00:00','1','0','1','1',18.86,22.725,67,110.014,174,'woensdag'
'2012-02-02 16:00:00','16:00:00','1','0','1','1',18.86,22.725,55,190.012,229,'woensdag'
'2012-02-02 17:00:00','17:00:00','1','0','1','1',17.22,21.21,54,329.975,450,'woensdag'
'2012-02-02 18:00:00','18:00:00','1','0','1','1',16.4,20.455,43,310.009,410,'woensdag'
'2012-02-02 19:00:00','19:00:00','1','0','1','1',15.58,19.695,43,350.008,327,'woensdag'
'2012-02-02 20:00:00','20:00:00','1','0','1','1',14.76,15.91,46,350.008,213,'woensdag'
'2012-02-02 21:00:00','21:00:00','1','0','1','1',13.94,15.15,46,279.993,148,'woensdag'
'2012-02-02 22:00:00','22:00:00','1','0','1','1',13.12,14.395,49,279.993,109,'woensdag'
'2012-02-02 23:00:00','23:00:00','1','0','1','1',13.12,15.15,49,169.979,61,'woensdag'
'2012-02-03 00:00:00','00:00:00','1','0','1','1',13.12,14.395,53,260.027,38,'donderdag'
'2012-02-03 01:00:00','01:00:00','1','0','1','1',12.3,13.635,56,220.028,22,'donderdag'
'2012-02-03 02:00:00','02:00:00','1','0','1','1',12.3,14.395,52,150.013,6,'donderdag'
'2012-02-03 03:00:00','03:00:00','1','0','1','1',11.48,12.88,56,199.995,4,'donderdag'
'2012-02-03 04:00:00','04:00:00','1','0','1','1',10.66,12.88,60,150.013,2,'donderdag'
'2012-02-03 05:00:00','05:00:00','1','0','1','1',10.66,12.88,60,150.013,17,'donderdag'
'2012-02-03 06:00:00','06:00:00','1','0','1','1',9.84,12.12,65,110.014,88,'donderdag'
'2012-02-03 07:00:00','07:00:00','1','0','1','1',9.84,11.365,65,150.013,226,'donderdag'
'2012-02-03 08:00:00','08:00:00','1','0','1','1',9.84,11.365,65,150.013,441,'donderdag'
'2012-02-03 09:00:00','09:00:00','1','0','1','1',9.84,11.365,65,12.998,270,'donderdag'
'2012-02-03 10:00:00','10:00:00','1','0','1','1',11.48,12.88,56,190.012,129,'donderdag'
'2012-02-03 11:00:00','11:00:00','1','0','1','1',13.12,15.15,53,199.995,164,'donderdag'
'2012-02-03 12:00:00','12:00:00','1','0','1','1',13.94,16.665,46,89.981,216,'donderdag'
'2012-02-03 13:00:00','13:00:00','1','0','1','1',14.76,18.18,46,0,198,'donderdag'
'2012-02-03 14:00:00','14:00:00','1','0','1','1',14.76,17.425,46,150.013,170,'donderdag'
'2012-02-03 15:00:00','15:00:00','1','0','1','1',15.58,19.695,40,0,216,'donderdag'
'2012-02-03 16:00:00','16:00:00','1','0','1','1',16.4,20.455,37,70.015,311,'donderdag'
'2012-02-03 17:00:00','17:00:00','1','0','1','1',16.4,20.455,37,60.032,488,'donderdag'
'2012-02-03 18:00:00','18:00:00','1','0','1','1',15.58,19.695,40,89.981,385,'donderdag'
'2012-02-03 19:00:00','19:00:00','1','0','1','1',13.94,17.425,49,70.015,267,'donderdag'
'2012-02-03 20:00:00','20:00:00','1','0','1','1',13.94,17.425,49,70.015,163,'donderdag'
'2012-02-03 21:00:00','21:00:00','1','0','1','1',13.94,17.425,49,70.015,134,'donderdag'
'2012-02-03 22:00:00','22:00:00','1','0','1','1',13.94,17.425,49,70.015,119,'donderdag'
'2012-02-03 23:00:00','23:00:00','1','0','1','1',10.66,13.635,70,70.015,77,'donderdag'
'2012-02-04 00:00:00','00:00:00','1','0','0','1',10.66,13.635,70,70.015,86,'vrijdag'
'2012-02-04 01:00:00','01:00:00','1','0','0','1',10.66,13.635,70,70.015,43,'vrijdag'
'2012-02-04 02:00:00','02:00:00','1','0','0','1',9.84,12.88,70,60.032,44,'vrijdag'
'2012-02-04 03:00:00','03:00:00','1','0','0','1',9.84,14.395,75,0,18,'vrijdag'
'2012-02-04 04:00:00','04:00:00','1','0','0','1',9.84,12.88,81,60.032,6,'vrijdag'
'2012-02-04 05:00:00','05:00:00','1','0','0','1',9.84,12.88,81,60.032,4,'vrijdag'
'2012-02-04 06:00:00','06:00:00','1','0','0','1',9.02,11.365,87,89.981,5,'vrijdag'
'2012-02-04 07:00:00','07:00:00','1','0','0','2',9.84,12.12,87,89.981,28,'vrijdag'
'2012-02-04 08:00:00','08:00:00','1','0','0','1',9.84,14.395,87,0,90,'vrijdag'
'2012-02-04 09:00:00','09:00:00','1','0','0','1',9.84,12.12,81,89.981,157,'vrijdag'
'2012-02-04 10:00:00','10:00:00','1','0','0','1',9.84,12.88,87,70.015,224,'vrijdag'
'2012-02-04 11:00:00','11:00:00','1','0','0','1',12.3,16.665,70,0,270,'vrijdag'
'2012-02-04 12:00:00','12:00:00','1','0','0','2',12.3,15.91,70,60.032,300,'vrijdag'
'2012-02-04 13:00:00','13:00:00','1','0','0','2',12.3,14.395,70,12.998,302,'vrijdag'
'2012-02-04 14:00:00','14:00:00','1','0','0','2',13.12,15.15,66,150.013,276,'vrijdag'
'2012-02-04 15:00:00','15:00:00','1','0','0','2',13.12,15.15,66,150.013,305,'vrijdag'
'2012-02-04 16:00:00','16:00:00','1','0','0','2',13.94,16.665,61,110.014,143,'vrijdag'
'2012-02-04 17:00:00','17:00:00','1','0','0','3',12.3,14.395,70,12.998,67,'vrijdag'
'2012-02-04 18:00:00','18:00:00','1','0','0','3',11.48,13.635,75,110.014,64,'vrijdag'
'2012-02-04 19:00:00','19:00:00','1','0','0','3',10.66,13.635,87,89.981,80,'vrijdag'
'2012-02-04 20:00:00','20:00:00','1','0','0','3',9.84,11.365,93,12.998,77,'vrijdag'
'2012-02-04 21:00:00','21:00:00','1','0','0','3',9.84,12.12,93,89.981,78,'vrijdag'
'2012-02-04 22:00:00','22:00:00','1','0','0','2',9.84,12.88,87,60.032,95,'vrijdag'
'2012-02-04 23:00:00','23:00:00','1','0','0','2',9.84,12.12,87,89.981,70,'vrijdag'
'2012-02-05 00:00:00','00:00:00','1','0','0','2',9.84,12.12,87,89.981,61,'zondag'
'2012-02-05 01:00:00','01:00:00','1','0','0','2',9.84,12.88,93,70.015,51,'zondag'
'2012-02-05 02:00:00','02:00:00','1','0','0','2',9.84,12.88,93,70.015,63,'zondag'
'2012-02-05 03:00:00','03:00:00','1','0','0','3',9.84,12.88,87,60.032,17,'zondag'
'2012-02-05 04:00:00','04:00:00','1','0','0','2',9.84,12.12,87,89.981,9,'zondag'
'2012-02-05 05:00:00','05:00:00','1','0','0','3',10.66,12.88,81,12.998,4,'zondag'
'2012-02-05 06:00:00','06:00:00','1','0','0','2',10.66,12.12,70,169.979,4,'zondag'
'2012-02-05 07:00:00','07:00:00','1','0','0','2',9.84,12.12,75,110.014,16,'zondag'
'2012-02-05 08:00:00','08:00:00','1','0','0','2',9.84,12.12,75,110.014,62,'zondag'
'2012-02-05 09:00:00','09:00:00','1','0','0','2',9.84,11.365,70,150.013,92,'zondag'
'2012-02-05 10:00:00','10:00:00','1','0','0','2',10.66,12.12,65,190.012,148,'zondag'
'2012-02-05 11:00:00','11:00:00','1','0','0','2',10.66,12.88,70,12.998,182,'zondag'
'2012-02-05 12:00:00','12:00:00','1','0','0','2',10.66,12.88,65,12.998,248,'zondag'
'2012-02-05 13:00:00','13:00:00','1','0','0','2',11.48,13.635,61,110.014,274,'zondag'
'2012-02-05 14:00:00','14:00:00','1','0','0','1',12.3,15.15,61,110.014,243,'zondag'
'2012-02-05 15:00:00','15:00:00','1','0','0','2',12.3,14.395,56,169.979,272,'zondag'
'2012-02-05 16:00:00','16:00:00','1','0','0','1',12.3,14.395,56,150.013,296,'zondag'
'2012-02-05 17:00:00','17:00:00','1','0','0','1',13.12,15.91,53,110.014,306,'zondag'
'2012-02-05 18:00:00','18:00:00','1','0','0','1',12.3,14.395,52,169.979,181,'zondag'
'2012-02-05 19:00:00','19:00:00','1','0','0','1',12.3,14.395,52,150.013,69,'zondag'
'2012-02-05 20:00:00','20:00:00','1','0','0','1',11.48,13.635,56,12.998,50,'zondag'
'2012-02-05 21:00:00','21:00:00','1','0','0','1',11.48,14.395,56,70.015,66,'zondag'
'2012-02-05 22:00:00','22:00:00','1','0','0','1',10.66,13.635,60,70.015,191,'zondag'
'2012-02-05 23:00:00','23:00:00','1','0','0','1',9.84,12.12,70,89.981,42,'zondag'
'2012-02-06 00:00:00','00:00:00','1','0','1','1',9.84,12.12,65,89.981,21,'maandag'
'2012-02-06 01:00:00','01:00:00','1','0','1','1',9.02,12.88,75,60.032,6,'maandag'
'2012-02-06 02:00:00','02:00:00','1','0','1','1',9.02,13.635,75,0,3,'maandag'
'2012-02-06 04:00:00','04:00:00','1','0','1','1',7.38,10.605,80,70.015,2,'maandag'
'2012-02-06 05:00:00','05:00:00','1','0','1','1',7.38,10.605,80,70.015,17,'maandag'
'2012-02-06 06:00:00','06:00:00','1','0','1','1',6.56,9.09,86,70.015,72,'maandag'
'2012-02-06 07:00:00','07:00:00','1','0','1','1',6.56,9.09,86,70.015,234,'maandag'
'2012-02-06 08:00:00','08:00:00','1','0','1','1',6.56,9.09,86,89.981,444,'maandag'
'2012-02-06 09:00:00','09:00:00','1','0','1','1',7.38,10.605,80,70.015,277,'maandag'
'2012-02-06 10:00:00','10:00:00','1','0','1','1',9.02,12.12,75,70.015,116,'maandag'
'2012-02-06 11:00:00','11:00:00','1','0','1','1',10.66,13.635,70,89.981,116,'maandag'
'2012-02-06 12:00:00','12:00:00','1','0','1','1',13.12,15.91,61,110.014,150,'maandag'
'2012-02-06 13:00:00','13:00:00','1','0','1','1',15.58,19.695,40,150.013,141,'maandag'
'2012-02-06 14:00:00','14:00:00','1','0','1','1',16.4,20.455,35,110.014,140,'maandag'
'2012-02-06 15:00:00','15:00:00','1','0','1','1',17.22,21.21,32,190.012,171,'maandag'
'2012-02-06 16:00:00','16:00:00','1','0','1','1',16.4,20.455,43,169.979,228,'maandag'
'2012-02-06 17:00:00','17:00:00','1','0','1','1',16.4,20.455,43,169.979,430,'maandag'
'2012-02-06 18:00:00','18:00:00','1','0','1','1',15.58,19.695,43,150.013,437,'maandag'
